categories,description,hauteur,largeur,longueur,poids,prix,sku,stock,tags,titre,url
"['arrow quill', 'pokemon']","Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",5,5,5,80.7,106.0,7059,268,"['arrow quill', 'decidueye', 'overgrow']",Decidueye,https://scrapeme.live/shop/Decidueye/
"['blade quill', 'pokemon']",It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,2,2,2,35.3,169.0,4851,169,"['blade quill', 'dartrix', 'overgrow']",Dartrix,https://scrapeme.live/shop/Dartrix/
"['pokemon', 'steam']",It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,5,5,5,429.9,45.0,4693,238,"['steam', 'volcanion', 'water absorb']",Volcanion,https://scrapeme.live/shop/Volcanion/
"['order', 'pokemon']",It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,16,16,16,672.4,83.0,5609,80,"['aura break', 'order', 'zygarde']",Zygarde,https://scrapeme.live/shop/Zygarde/
"['destruction', 'pokemon']","When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",19,19,19,447.5,59.0,4540,215,"['dark aura', 'destruction', 'yveltal']",Yveltal,https://scrapeme.live/shop/Yveltal/
"['life', 'pokemon']","When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",9,9,9,474.0,30.0,6107,171,"['fairy aura', 'life', 'xerneas']",Xerneas,https://scrapeme.live/shop/Xerneas/
"['pokemon', 'sound wave']",The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,4,4,4,187.4,75.0,1413,159,"['frisk', 'noivern', 'sound wave']",Noivern,https://scrapeme.live/shop/Noivern/
"['pokemon', 'sound wave']","Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",1,1,1,17.6,126.0,6099,136,"['frisk', 'noibat', 'sound wave']",Noibat,https://scrapeme.live/shop/Noibat/
"['iceberg', 'pokemon']",The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,6,6,6,1113.3,71.0,5514,156,"['avalugg', 'iceberg', 'own tempo']",Avalugg,https://scrapeme.live/shop/Avalugg/
"['ice chunk', 'pokemon']","Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",3,3,3,219.4,119.0,7042,248,"['bergmite', 'ice chunk', 'own tempo']",Bergmite,https://scrapeme.live/shop/Bergmite/
"['bugle beak', 'pokemon']","By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",2,2,2,32.6,59.0,2185,30,"['bugle beak', 'keen eye', 'trumbeak']",Trumbeak,https://scrapeme.live/shop/Trumbeak/
"['pokemon', 'woodpecker']","This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",1,1,1,2.6,51.0,3914,246,"['keen eye', 'pikipek', 'woodpecker']",Pikipek,https://scrapeme.live/shop/Pikipek/
"['pokemon', 'soloist']",Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,5,5,5,97.0,143.0,2133,36,"['primarina', 'soloist', 'torrent']",Primarina,https://scrapeme.live/shop/Primarina/
"['brutal star', 'pokemon']",It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,1,1,1,17.6,47.0,2097,99,"['brutal star', 'limber', 'mareanie']",Mareanie,https://scrapeme.live/shop/Mareanie/
"['pokemon', 'puppy']",This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,1,1,1,20.3,149.0,9049,296,"['keen eye', 'puppy', 'rockruff']",Rockruff,https://scrapeme.live/shop/Rockruff/
"['bee fly', 'pokemon']",Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,,,,1.1,100.0,4694,233,"['bee fly', 'ribombee', 'shield dust']",Ribombee,https://scrapeme.live/shop/Ribombee/
"['bee fly', 'pokemon']",Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,,,,0.4,118.0,3090,23,"['bee fly', 'cutiefly', 'shield dust']",Cutiefly,https://scrapeme.live/shop/Cutiefly/
"['pokemon', 'woolly crab']","It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",5,5,5,396.8,65.0,3027,188,"['crabominable', 'hyper cutter', 'woolly crab']",Crabominable,https://scrapeme.live/shop/Crabominable/
"['boxing', 'pokemon']","It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",2,2,2,15.4,181.0,5483,212,"['boxing', 'crabrawler', 'hyper cutter']",Crabrawler,https://scrapeme.live/shop/Crabrawler/
"['pokemon', 'stag beetle']",It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,4,4,4,99.2,88.0,8322,62,"['levitate', 'stag beetle', 'vikavolt']",Vikavolt,https://scrapeme.live/shop/Vikavolt/
"['battery', 'pokemon']","From the food it digests, it generates electricity, and it stores this energy in its electric sac.",1,1,1,23.1,76.0,8497,21,"['battery', 'charjabug']",Charjabug,https://scrapeme.live/shop/Charjabug/
"['larva', 'pokemon']",They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,1,1,1,9.7,77.0,3728,47,"['grubbin', 'larva', 'swarm']",Grubbin,https://scrapeme.live/shop/Grubbin/
"['pokemon', 'stakeout']","It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",2,2,2,31.3,123.0,3078,125,"['gumshoos', 'stakeout', 'strong jaw']",Gumshoos,https://scrapeme.live/shop/Gumshoos/
"['loitering', 'pokemon']","It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",1,1,1,13.2,159.0,1383,180,"['loitering', 'strong jaw', 'yungoos']",Yungoos,https://scrapeme.live/shop/Yungoos/
"['cannon', 'pokemon']","Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",3,3,3,57.3,77.0,9306,176,"['cannon', 'keen eye', 'toucannon']",Toucannon,https://scrapeme.live/shop/Toucannon/
"['pokemon', 'pop star']","It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",2,2,2,38.6,172.0,9296,174,"['brionne', 'pop star', 'torrent']",Brionne,https://scrapeme.live/shop/Brionne/
"['fruit', 'pokemon']","A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.",3,3,3,47.2,186.0,1097,96,"['fruit', 'leaf guard', 'tsareena']",Tsareena,https://scrapeme.live/shop/Tsareena/
"['fruit', 'pokemon']",This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,2,2,2,18.1,27.0,9509,30,"['fruit', 'oblivious', 'steenee']",Steenee,https://scrapeme.live/shop/Steenee/
"['fruit', 'pokemon']","Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.",1,1,1,7.1,193.0,6963,76,"['bounsweet', 'fruit', 'oblivious']",Bounsweet,https://scrapeme.live/shop/Bounsweet/
"['pokemon', 'strong arm']",This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,6,6,6,297.6,117.0,7159,96,"['bewear', 'klutz', 'strong arm']",Bewear,https://scrapeme.live/shop/Bewear/
"['flailing', 'pokemon']",A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,1,1,1,15.0,70.0,6729,69,"['flailing', 'klutz', 'stufful']",Stufful,https://scrapeme.live/shop/Stufful/
"['pokemon', 'toxic lizard']","Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",3,3,3,48.9,166.0,4114,142,"['corrosion', 'salazzle', 'toxic lizard']",Salazzle,https://scrapeme.live/shop/Salazzle/
"['pokemon', 'toxic lizard']","Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",2,2,2,10.6,158.0,7448,54,"['corrosion', 'salandit', 'toxic lizard']",Salandit,https://scrapeme.live/shop/Salandit/
"['illuminating', 'pokemon']","It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",3,3,3,25.4,75.0,1758,123,"['effect spore', 'illuminating', 'shiinotic']",Shiinotic,https://scrapeme.live/shop/Shiinotic/
"['illuminating', 'pokemon']","As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",,,,3.3,87.0,8895,71,"['effect spore', 'illuminating', 'morelull']",Morelull,https://scrapeme.live/shop/Morelull/
"['bloom sickle', 'pokemon']",It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,2,2,2,40.8,159.0,1903,269,"['bloom sickle', 'leaf guard', 'lurantis']",Lurantis,https://scrapeme.live/shop/Lurantis/
"['pokemon', 'sickle grass']",They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,1,1,1,3.3,104.0,9109,209,"['fomantis', 'leaf guard', 'sickle grass']",Fomantis,https://scrapeme.live/shop/Fomantis/
"['pokemon', 'water bubble']","Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",5,5,5,180.8,48.0,8489,281,"['araquanid', 'water bubble']",Araquanid,https://scrapeme.live/shop/Araquanid/
"['pokemon', 'water bubble']","When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",1,1,1,8.8,84.0,1034,23,"['dewpider', 'water bubble']",Dewpider,https://scrapeme.live/shop/Dewpider/
"['draft horse', 'pokemon']","Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",8,8,8,2028.3,111.0,6401,136,"['draft horse', 'mudsdale', 'own tempo']",Mudsdale,https://scrapeme.live/shop/Mudsdale/
"['donkey', 'pokemon']","It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",3,3,3,242.5,96.0,9977,117,"['donkey', 'mudbray', 'own tempo']",Mudbray,https://scrapeme.live/shop/Mudbray/
"['brutal star', 'pokemon']","Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",2,2,2,32.0,91.0,2160,37,"['brutal star', 'limber', 'toxapex']",Toxapex,https://scrapeme.live/shop/Toxapex/
"['drowsing', 'pokemon']",The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,1,1,1,43.9,65.0,4350,231,"['comatose', 'drowsing', 'komala']",Komala,https://scrapeme.live/shop/Komala/
"['pokemon', 'scaly']","Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.",5,5,5,172.4,170.0,3513,121,"['kommo-o', 'scaly', 'soundproof']",Kommo-o,https://scrapeme.live/shop/Kommo-o/
"['pokemon', 'scaly']",It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.,3,3,3,103.6,57.0,9648,288,"['hakamo-o', 'scaly', 'soundproof']",Hakamo-o,https://scrapeme.live/shop/Hakamo-o/
"['pokemon', 'scaly']",They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,2,2,2,65.5,107.0,9665,140,"['jangmo-o', 'scaly', 'soundproof']",Jangmo-o,https://scrapeme.live/shop/Jangmo-o/
"['placid', 'pokemon']",This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,9,9,9,407.9,133.0,7808,245,"['drampa', 'placid', 'sap sipper']",Drampa,https://scrapeme.live/shop/Drampa/
"['pokemon', 'roly-poly']",The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,1,1,1,7.3,45.0,9583,78,"['lightning rod', 'roly-poly', 'togedemaru']",Togedemaru,https://scrapeme.live/shop/Togedemaru/
"['blast turtle', 'pokemon']",It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,6,6,6,467.4,117.0,4932,16,"['blast turtle', 'shell armor', 'turtonator']",Turtonator,https://scrapeme.live/shop/Turtonator/
"['pokemon', 'synthetic']","Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.",7,7,7,221.6,133.0,5805,64,"['rks system', 'silvally', 'synthetic']",Silvally,https://scrapeme.live/shop/Silvally/
"['pokemon', 'sea cucumber']",These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,1,1,1,2.6,97.0,3988,191,"['innards out', 'pyukumuku', 'sea cucumber']",Pyukumuku,https://scrapeme.live/shop/Pyukumuku/
"['pokemon', 'sand castle']",Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,4,4,4,551.2,187.0,8991,19,"['palossand', 'sand castle', 'water compaction']",Palossand,https://scrapeme.live/shop/Palossand/
"['pokemon', 'sand heap']",It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,1,1,1,154.3,131.0,7020,276,"['sand heap', 'sandygast', 'water compaction']",Sandygast,https://scrapeme.live/shop/Sandygast/
"['hard scale', 'pokemon']","It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",6,6,6,238.1,32.0,6420,10,"['emergency exit', 'golisopod', 'hard scale']",Golisopod,https://scrapeme.live/shop/Golisopod/
"['pokemon', 'turn tail']","Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",1,1,1,26.5,137.0,2207,87,"['turn tail', 'wimp out', 'wimpod']",Wimpod,https://scrapeme.live/shop/Wimpod/
"['pokemon', 'teamwork']","They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.",6,6,6,182.5,182.0,8046,144,"['passimian', 'receiver', 'teamwork']",Passimian,https://scrapeme.live/shop/Passimian/
"['pokemon', 'sage']","Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.",4,4,4,167.6,139.0,6539,241,"['inner focus', 'oranguru', 'sage']",Oranguru,https://scrapeme.live/shop/Oranguru/
"['pokemon', 'posy picker']","Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.",,,,0.7,28.0,1719,266,"['comfey', 'flower veil', 'posy picker']",Comfey,https://scrapeme.live/shop/Comfey/
"['poison pin', 'pokemon']","An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.",2,2,2,4.0,130.0,1771,21,"['beast boost', 'poipole', 'poison pin']",Poipole,https://scrapeme.live/shop/Poipole/
